transaction_id,timestamp,amount,merchant_risk,transactions_last_hour,distance_from_home_km,card_present,foreign_transaction,fraud
T0000357,2026-01-02 05:45:00,21.32,0.5716,2,40.25,1,0,0
T0000358,2026-01-02 05:50:00,27.29,0.1051,1,21.64,1,0,0
T0000359,2026-01-02 05:55:00,20.41,0.4228,0,86.12,0,0,0
T0000360,2026-01-02 06:00:00,36.73,0.1938,4,29.36,1,0,0
T0000361,2026-01-02 06:05:00,144.15,0.085,2,18.69,0,0,0
T0000362,2026-01-02 06:10:00,40.12,0.0886,1,29.77,1,0,0
T0000363,2026-01-02 06:15:00,23.47,0.3099,3,4.18,0,0,0
T0000364,2026-01-02 06:20:00,4.11,0.0338,2,30.6,1,1,0
T0000365,2026-01-02 06:25:00,32.72,0.1151,1,6.6,1,0,0
T0000366,2026-01-02 06:30:00,3.17,0.0005,3,30.19,0,0,0
T0000367,2026-01-02 06:35:00,5.42,0.0621,1,10.61,0,0,0
T0000368,2026-01-02 06:40:00,52.18,0.258,5,6.58,0,0,0
T0000369,2026-01-02 06:45:00,44.98,0.104,2,9.07,1,0,0
T0000370,2026-01-02 06:50:00,19.11,0.0277,2,15.08,1,0,0
T0000371,2026-01-02 06:55:00,4.01,0.1005,2,0.49,1,0,0
T0000372,2026-01-02 07:00:00,15.31,0.0992,2,11.8,1,0,0
T0000373,2026-01-02 07:05:00,11.26,0.1387,1,19.23,1,0,0
T0000374,2026-01-02 07:10:00,41.97,0.0154,0,41.78,1,0,0
T0000375,2026-01-02 07:15:00,212.24,0.3511,2,111.03,0,0,0
T0000376,2026-01-02 07:20:00,27.58,0.1825,2,32.79,1,0,0
T0000377,2026-01-02 07:25:00,10.18,0.0544,2,48.47,1,0,0
T0000378,2026-01-02 07:30:00,6.89,0.0639,7,53.9,1,0,0
T0000379,2026-01-02 07:35:00,20.99,0.0569,3,12.71,1,0,0
T0000380,2026-01-02 07:40:00,18.6,0.0626,0,66.4,0,1,0
T0000381,2026-01-02 07:45:00,7.02,0.1376,1,115.37,0,0,0
T0000382,2026-01-02 07:50:00,24.94,0.4566,0,58.09,0,0,0
T0000383,2026-01-02 07:55:00,7.02,0.0777,3,39.0,1,0,0
T0000384,2026-01-02 08:00:00,67.5,0.3861,4,5.09,1,0,0
T0000385,2026-01-02 08:05:00,64.24,0.2622,1,0.18,1,0,0
T0000386,2026-01-02 08:10:00,65.68,0.3376,5,37.68,0,0,0
T0000387,2026-01-02 08:15:00,13.82,0.0562,3,26.27,0,0,0
T0000388,2026-01-02 08:20:00,37.13,0.0299,5,59.05,1,0,0
T0000389,2026-01-02 08:25:00,19.45,0.1596,2,95.17,1,0,0
T0000390,2026-01-02 08:30:00,15.05,0.0298,0,12.03,1,0,0
T0000391,2026-01-02 08:35:00,15.81,0.1391,0,7.43,1,0,0
T0000392,2026-01-02 08:40:00,6.05,0.287,2,4.11,1,0,0
T0000393,2026-01-02 08:45:00,5.24,0.0985,3,49.83,1,0,0
T0000394,2026-01-02 08:50:00,49.12,0.1864,2,39.67,0,0,0
T0000395,2026-01-02 08:55:00,18.33,0.0831,1,93.13,1,0,0
T0000396,2026-01-02 09:00:00,27.56,0.1036,3,1.49,1,0,0
T0000397,2026-01-02 09:05:00,60.44,0.329,3,1.52,1,0,0
T0000398,2026-01-02 09:10:00,3.92,0.3144,0,10.65,0,0,0
T0000399,2026-01-02 09:15:00,10.13,0.0574,0,48.7,1,0,0
T0000400,2026-01-02 09:20:00,26.45,0.0437,2,111.14,1,0,0
T0000401,2026-01-02 09:25:00,32.85,0.122,3,81.62,0,0,0
T0000402,2026-01-02 09:30:00,15.22,0.0662,1,2.77,0,0,0
T0000403,2026-01-02 09:35:00,62.13,0.3089,1,6.38,1,0,0
T0000404,2026-01-02 09:40:00,27.4,0.314,1,7.6,0,0,0
T0000405,2026-01-02 09:45:00,6.6,0.1873,2,6.57,0,0,0
T0000406,2026-01-02 09:50:00,8.75,0.1863,0,20.84,1,0,0
T0000407,2026-01-02 09:55:00,49.67,0.1125,2,26.25,1,0,0
T0000408,2026-01-02 10:00:00,35.3,0.1752,0,7.15,1,0,0
T0000409,2026-01-02 10:05:00,3.32,0.2068,3,12.44,1,0,0
T0000410,2026-01-02 10:10:00,85.43,0.3068,3,90.72,1,0,0
T0000411,2026-01-02 10:15:00,40.37,0.0443,1,11.02,1,0,0
T0000412,2026-01-02 10:20:00,85.06,0.4108,3,86.02,1,0,0
T0000413,2026-01-02 10:25:00,15.12,0.2623,1,103.82,1,0,0
T0000414,2026-01-02 10:30:00,16.52,0.2484,2,23.99,0,0,0
T0000415,2026-01-02 10:35:00,7.2,0.322,0,69.34,1,0,0
T0000416,2026-01-02 10:40:00,280.6,0.0657,0,2.97,0,0,0
T0000417,2026-01-02 10:45:00,18.63,0.0917,3,147.76,0,0,0
T0000418,2026-01-02 10:50:00,108.58,0.1674,1,92.06,1,0,0
T0000419,2026-01-02 10:55:00,11.62,0.2519,1,26.3,1,0,0
T0000420,2026-01-02 11:00:00,26.15,0.0799,2,46.9,1,0,0
T0000421,2026-01-02 11:05:00,4.17,0.1631,4,7.79,1,0,0
T0000422,2026-01-02 11:10:00,15.14,0.09,2,5.01,1,0,0
T0000423,2026-01-02 11:15:00,59.37,0.1801,3,26.8,1,0,0
T0000424,2026-01-02 11:20:00,6.35,0.0755,2,15.89,1,0,0
T0000425,2026-01-02 11:25:00,64.86,0.0412,0,11.88,1,1,0
T0000426,2026-01-02 11:30:00,31.1,0.1091,0,19.08,1,0,0
T0000427,2026-01-02 11:35:00,7.82,0.0441,0,61.38,0,0,0
T0000428,2026-01-02 11:40:00,13.44,0.2475,1,85.03,1,0,0
T0000429,2026-01-02 11:45:00,14.03,0.1885,1,26.85,0,0,0
T0000430,2026-01-02 11:50:00,21.13,0.1757,1,72.42,1,0,0
T0000431,2026-01-02 11:55:00,12.99,0.1647,5,90.03,1,0,0
T0000432,2026-01-02 12:00:00,9.71,0.0669,2,25.86,0,0,0
T0000433,2026-01-02 12:05:00,16.37,0.1316,0,62.2,1,0,0
T0000434,2026-01-02 12:10:00,7.95,0.1201,2,0.36,1,0,0
T0000435,2026-01-02 12:15:00,6.11,0.3008,2,25.48,0,0,0
T0000436,2026-01-02 12:20:00,21.15,0.0323,2,40.16,0,0,0
T0000437,2026-01-02 12:25:00,53.67,0.1648,3,124.51,0,0,0
T0000438,2026-01-02 12:30:00,4.81,0.2936,0,14.66,0,0,0
T0000439,2026-01-02 12:35:00,22.28,0.2797,1,34.68,1,0,0
T0000440,2026-01-02 12:40:00,11.59,0.1672,4,29.1,1,0,0
T0000441,2026-01-02 12:45:00,8.35,0.2735,1,53.42,1,1,0
T0000442,2026-01-02 12:50:00,52.11,0.0189,4,7.19,0,0,0
T0000443,2026-01-02 12:55:00,13.22,0.1924,2,6.19,1,0,0
T0000444,2026-01-02 13:00:00,99.32,0.0458,3,6.28,1,0,0
T0000445,2026-01-02 13:05:00,10.18,0.0416,1,3.2,1,0,0
T0000446,2026-01-02 13:10:00,32.67,0.0054,4,121.78,0,0,0
T0000447,2026-01-02 13:15:00,17.69,0.1983,2,27.58,1,0,0
T0000448,2026-01-02 13:20:00,10.44,0.1859,2,21.57,0,0,0
T0000449,2026-01-02 13:25:00,39.95,0.319,2,126.41,0,0,0
T0000450,2026-01-02 13:30:00,19.01,0.0421,1,31.04,1,0,0
T0000451,2026-01-02 13:35:00,40.58,0.0355,2,4.41,1,0,0
T0000452,2026-01-02 13:40:00,21.17,0.0167,2,37.26,0,0,0
T0000453,2026-01-02 13:45:00,7.49,0.3491,0,12.19,1,0,0
T0000454,2026-01-02 13:50:00,20.04,0.0363,1,78.78,0,0,1
T0000455,2026-01-02 13:55:00,23.38,0.2029,2,2.58,1,0,0
T0000456,2026-01-02 14:00:00,57.89,0.1315,2,101.14,0,0,0
T0000457,2026-01-02 14:05:00,8.97,0.1295,1,31.09,1,0,0
T0000458,2026-01-02 14:10:00,21.34,0.1319,2,16.08,1,0,0
T0000459,2026-01-02 14:15:00,3.97,0.0295,3,27.15,1,0,0
T0000460,2026-01-02 14:20:00,42.58,0.1161,1,32.99,0,0,0
T0000461,2026-01-02 14:25:00,7.53,0.0958,1,52.0,1,0,0
T0000462,2026-01-02 14:30:00,3.65,0.1767,1,49.44,1,1,0
T0000463,2026-01-02 14:35:00,20.92,0.2753,1,23.79,1,0,0
T0000464,2026-01-02 14:40:00,67.07,0.1068,1,16.38,1,0,0
T0000465,2026-01-02 14:45:00,4.83,0.0336,0,4.11,1,0,0
T0000466,2026-01-02 14:50:00,7.48,0.0342,0,24.31,0,0,0
T0000467,2026-01-02 14:55:00,10.56,0.1932,2,32.51,1,0,0
T0000468,2026-01-02 15:00:00,7.17,0.0928,2,0.87,0,0,0
T0000469,2026-01-02 15:05:00,32.44,0.1352,4,1.88,0,0,0
T0000470,2026-01-02 15:10:00,9.9,0.1683,4,14.44,1,0,0
T0000471,2026-01-02 15:15:00,10.79,0.1485,0,67.81,1,0,0
T0000472,2026-01-02 15:20:00,39.78,0.139,2,9.1,1,0,0
T0000473,2026-01-02 15:25:00,10.43,0.0757,0,9.65,1,0,0
T0000474,2026-01-02 15:30:00,34.22,0.0348,1,117.26,0,0,0
T0000475,2026-01-02 15:35:00,8.4,0.3156,1,74.95,1,0,0
T0000476,2026-01-02 15:40:00,6.61,0.0654,0,20.5,1,0,0
T0000477,2026-01-02 15:45:00,3.54,0.263,1,11.18,1,0,0
T0000478,2026-01-02 15:50:00,142.77,0.2003,1,92.5,0,0,0
T0000479,2026-01-02 15:55:00,16.11,0.214,2,42.84,0,0,0
T0000480,2026-01-02 16:00:00,28.33,0.131,1,10.73,0,0,0
T0000481,2026-01-02 16:05:00,21.52,0.4117,0,35.32,1,0,0
T0000482,2026-01-02 16:10:00,26.05,0.1589,1,4.93,1,1,0
T0000483,2026-01-02 16:15:00,23.33,0.0716,1,8.63,1,0,0
T0000484,2026-01-02 16:20:00,149.64,0.1012,0,16.48,1,0,0
T0000485,2026-01-02 16:25:00,7.85,0.0299,2,174.66,0,0,0
T0000486,2026-01-02 16:30:00,4.68,0.2533,2,27.18,0,0,0
T0000487,2026-01-02 16:35:00,8.07,0.2595,0,9.79,1,0,0
T0000488,2026-01-02 16:40:00,5.84,0.0782,3,45.81,1,0,0
T0000489,2026-01-02 16:45:00,46.85,0.349,1,3.14,0,0,0
T0000490,2026-01-02 16:50:00,50.42,0.152,1,7.61,0,0,0
T0000491,2026-01-02 16:55:00,8.49,0.4867,1,1.04,0,0,0
T0000492,2026-01-02 17:00:00,5.53,0.1068,2,4.68,1,0,0
T0000493,2026-01-02 17:05:00,15.57,0.2063,2,10.64,1,0,0
T0000494,2026-01-02 17:10:00,89.22,0.3597,2,20.89,1,0,0
T0000495,2026-01-02 17:15:00,1.32,0.2381,4,33.85,1,0,0
T0000496,2026-01-02 17:20:00,37.59,0.4043,1,16.95,0,0,0
T0000497,2026-01-02 17:25:00,7.57,0.3611,1,53.57,1,0,0
T0000498,2026-01-02 17:30:00,62.83,0.0251,2,31.99,1,0,0
T0000499,2026-01-02 17:35:00,7.55,0.3122,3,27.35,1,0,0
T0000500,2026-01-02 17:40:00,16.69,0.12,0,103.1,0,0,0
T0000501,2026-01-02 17:45:00,4.92,0.0424,0,28.82,1,0,0
T0000502,2026-01-02 17:50:00,8.35,0.3256,4,6.23,1,1,0
T0000503,2026-01-02 17:55:00,88.75,0.3378,1,78.25,1,0,0
T0000504,2026-01-02 18:00:00,50.43,0.1775,1,25.31,0,0,0
T0000505,2026-01-02 18:05:00,14.85,0.3289,3,51.06,0,0,0
T0000506,2026-01-02 18:10:00,9.3,0.1305,1,9.33,1,0,0
T0000507,2026-01-02 18:15:00,3.34,0.2026,2,34.52,1,0,0
T0000508,2026-01-02 18:20:00,14.97,0.0301,5,12.75,0,1,0
T0000509,2026-01-02 18:25:00,21.52,0.603,5,18.9,1,0,0
T0000510,2026-01-02 18:30:00,20.41,0.0116,3,49.01,1,0,0
T0000511,2026-01-02 18:35:00,20.21,0.1339,2,68.08,0,0,0
T0000512,2026-01-02 18:40:00,7.23,0.3228,0,10.97,0,0,0
T0000513,2026-01-02 18:45:00,20.77,0.1432,0,137.45,1,0,0
T0000514,2026-01-02 18:50:00,21.36,0.1435,1,41.38,1,0,0
T0000515,2026-01-02 18:55:00,80.69,0.2305,0,24.03,0,0,0
T0000516,2026-01-02 19:00:00,143.56,0.0899,1,10.11,0,0,0
T0000517,2026-01-02 19:05:00,19.36,0.1756,1,22.04,1,0,0
T0000518,2026-01-02 19:10:00,10.32,0.1084,0,2.89,1,0,0
T0000519,2026-01-02 19:15:00,20.8,0.1004,0,340.56,1,0,0
T0000520,2026-01-02 19:20:00,12.09,0.2202,0,59.99,1,0,0
T0000521,2026-01-02 19:25:00,10.57,0.0514,1,23.62,1,0,0
T0000522,2026-01-02 19:30:00,20.93,0.0826,4,85.68,0,0,0
T0000523,2026-01-02 19:35:00,7.82,0.0331,1,2.56,1,0,0
T0000524,2026-01-02 19:40:00,40.7,0.2842,1,102.65,1,0,0
T0000525,2026-01-02 19:45:00,20.01,0.3055,3,27.35,1,0,0
T0000526,2026-01-02 19:50:00,28.5,0.1229,2,134.7,1,1,0
T0000527,2026-01-02 19:55:00,18.49,0.2609,1,11.3,0,0,0
T0000528,2026-01-02 20:00:00,10.73,0.0448,3,43.15,1,1,0
T0000529,2026-01-02 20:05:00,8.6,0.1252,1,76.33,0,0,0
T0000530,2026-01-02 20:10:00,17.51,0.1708,1,1.44,1,0,0
T0000531,2026-01-02 20:15:00,12.82,0.2334,0,82.86,0,0,0
T0000532,2026-01-02 20:20:00,28.05,0.1533,1,19.9,1,0,0
T0000533,2026-01-02 20:25:00,22.1,0.1631,1,7.75,0,0,0
T0000534,2026-01-02 20:30:00,5.68,0.2356,0,120.43,1,0,0
T0000535,2026-01-02 20:35:00,23.74,0.0119,1,25.0,1,0,0
T0000536,2026-01-02 20:40:00,5.8,0.0806,3,19.24,0,0,0
T0000537,2026-01-02 20:45:00,11.98,0.1471,2,96.06,1,0,0
T0000538,2026-01-02 20:50:00,16.54,0.0405,2,11.76,0,0,0
T0000539,2026-01-02 20:55:00,2.79,0.3742,3,55.65,1,0,0
T0000540,2026-01-02 21:00:00,24.33,0.0393,1,68.1,1,0,0
T0000541,2026-01-02 21:05:00,25.82,0.2549,2,33.96,0,0,0
T0000542,2026-01-02 21:10:00,18.95,0.0592,0,9.8,1,0,0
T0000543,2026-01-02 21:15:00,14.52,0.1237,1,13.35,1,0,0
T0000544,2026-01-02 21:20:00,15.28,0.1892,1,11.0,0,0,0
T0000545,2026-01-02 21:25:00,8.36,0.1584,1,68.35,1,0,0
T0000546,2026-01-02 21:30:00,16.95,0.0647,3,0.36,0,0,0
T0000547,2026-01-02 21:35:00,12.77,0.1837,3,40.24,1,0,0
T0000548,2026-01-02 21:40:00,24.33,0.335,3,3.29,1,0,0
T0000549,2026-01-02 21:45:00,6.66,0.406,0,17.62,1,0,0
T0000550,2026-01-02 21:50:00,28.09,0.0835,1,23.83,1,0,0
T0000551,2026-01-02 21:55:00,25.62,0.1751,3,59.89,1,0,0
T0000552,2026-01-02 22:00:00,19.27,0.023,3,8.85,1,0,0
T0000553,2026-01-02 22:05:00,14.31,0.0378,2,114.92,1,0,0
T0000554,2026-01-02 22:10:00,38.56,0.4953,2,11.31,0,0,0
T0000555,2026-01-02 22:15:00,4.2,0.1307,5,41.2,0,0,0
T0000556,2026-01-02 22:20:00,35.18,0.2275,1,26.99,1,0,0
T0000557,2026-01-02 22:25:00,28.3,0.1934,0,70.27,1,0,0
T0000558,2026-01-02 22:30:00,29.47,0.0654,0,10.65,0,0,0
T0000559,2026-01-02 22:35:00,32.57,0.1257,6,48.97,1,0,0
T0000560,2026-01-02 22:40:00,11.55,0.1386,1,23.49,1,0,0
T0000561,2026-01-02 22:45:00,17.13,0.1274,3,38.19,1,0,0
T0000562,2026-01-02 22:50:00,41.97,0.0494,2,29.12,0,0,0
T0000563,2026-01-02 22:55:00,34.15,0.2623,4,67.07,1,0,0
T0000564,2026-01-02 23:00:00,27.3,0.0983,0,93.28,1,0,0
T0000565,2026-01-02 23:05:00,4.88,0.016,3,28.0,0,0,0
T0000566,2026-01-02 23:10:00,38.01,0.0718,2,36.33,0,0,0
T0000567,2026-01-02 23:15:00,71.48,0.5645,1,2.8,1,0,0
T0000568,2026-01-02 23:20:00,60.93,0.1189,1,108.7,0,0,0
T0000569,2026-01-02 23:25:00,28.05,0.1985,3,20.91,1,0,0
T0000570,2026-01-02 23:30:00,4.68,0.3065,4,11.11,1,0,0
T0000571,2026-01-02 23:35:00,56.97,0.3074,2,3.38,1,0,0
T0000572,2026-01-02 23:40:00,19.16,0.2223,1,46.39,0,0,0
T0000573,2026-01-02 23:45:00,1.76,0.0557,2,4.34,1,0,0
T0000574,2026-01-02 23:50:00,32.37,0.0473,2,19.04,1,0,0
T0000575,2026-01-02 23:55:00,4.99,0.1231,1,40.26,1,1,0
T0000576,2026-01-03 00:00:00,6.07,0.0282,1,8.27,0,0,0
T0000577,2026-01-03 00:05:00,11.76,0.0926,1,61.61,1,0,0
T0000578,2026-01-03 00:10:00,79.25,0.3812,0,27.59,1,0,0
T0000579,2026-01-03 00:15:00,15.32,0.1261,0,9.45,1,0,0
T0000580,2026-01-03 00:20:00,29.11,0.0424,1,43.94,1,0,0
T0000581,2026-01-03 00:25:00,127.48,0.2238,1,43.14,0,0,0
T0000582,2026-01-03 00:30:00,109.29,0.1709,2,43.44,1,0,0
T0000583,2026-01-03 00:35:00,20.02,0.0249,2,41.5,1,0,0
T0000584,2026-01-03 00:40:00,17.43,0.1576,2,115.22,0,0,0
T0000585,2026-01-03 00:45:00,6.29,0.0513,1,140.28,1,0,0
T0000586,2026-01-03 00:50:00,11.08,0.0063,2,23.77,1,0,0
T0000587,2026-01-03 00:55:00,33.97,0.0371,1,15.01,0,1,0
T0000588,2026-01-03 01:00:00,32.97,0.1472,0,23.31,1,0,0
T0000589,2026-01-03 01:05:00,24.78,0.1914,1,23.36,1,1,0
T0000590,2026-01-03 01:10:00,60.03,0.0559,2,38.43,1,0,0
T0000591,2026-01-03 01:15:00,10.25,0.1524,3,132.41,0,0,0
T0000592,2026-01-03 01:20:00,20.99,0.215,0,6.41,1,0,0
T0000593,2026-01-03 01:25:00,46.12,0.0923,0,6.15,0,0,0
T0000594,2026-01-03 01:30:00,39.81,0.0383,1,28.69,1,1,0
T0000595,2026-01-03 01:35:00,64.78,0.0365,0,69.19,1,0,0
T0000596,2026-01-03 01:40:00,33.02,0.063,1,12.19,1,0,0
T0000597,2026-01-03 01:45:00,16.29,0.1665,2,39.17,1,0,0
T0000598,2026-01-03 01:50:00,31.89,0.0115,1,62.56,0,0,0
T0000599,2026-01-03 01:55:00,8.15,0.0442,3,25.56,1,0,0
T0000600,2026-01-03 02:00:00,4.31,0.0684,1,26.24,1,1,0
T0000601,2026-01-03 02:05:00,39.67,0.1099,3,96.68,0,0,0
T0000602,2026-01-03 02:10:00,21.01,0.048,1,17.37,1,0,0
T0000603,2026-01-03 02:15:00,30.22,0.2713,3,78.22,0,0,0
T0000604,2026-01-03 02:20:00,4.06,0.2874,2,41.57,1,0,0
T0000605,2026-01-03 02:25:00,15.41,0.1101,2,79.32,1,1,0
T0000606,2026-01-03 02:30:00,12.18,0.0572,3,6.06,0,0,0
T0000607,2026-01-03 02:35:00,9.35,0.0274,2,42.14,0,0,0
T0000608,2026-01-03 02:40:00,2.33,0.1016,1,41.08,1,0,0
T0000609,2026-01-03 02:45:00,15.88,0.1659,3,38.78,1,0,0
T0000610,2026-01-03 02:50:00,54.45,0.0738,2,20.65,1,0,0
T0000611,2026-01-03 02:55:00,32.49,0.081,3,114.12,0,0,0
T0000612,2026-01-03 03:00:00,12.17,0.0311,3,86.58,0,0,0
T0000613,2026-01-03 03:05:00,21.87,0.188,3,15.38,1,0,0
T0000614,2026-01-03 03:10:00,47.31,0.1412,0,81.98,1,0,0
T0000615,2026-01-03 03:15:00,1.4,0.1622,1,72.26,1,0,0
T0000616,2026-01-03 03:20:00,19.6,0.1944,3,25.27,1,0,0
T0000617,2026-01-03 03:25:00,38.21,0.3176,3,105.61,0,0,0
T0000618,2026-01-03 03:30:00,43.91,0.3878,0,0.19,1,0,0
T0000619,2026-01-03 03:35:00,121.6,0.135,2,50.73,1,0,0
T0000620,2026-01-03 03:40:00,69.06,0.1653,2,7.6,1,0,0
T0000621,2026-01-03 03:45:00,30.34,0.1566,1,90.19,1,0,0
T0000622,2026-01-03 03:50:00,30.02,0.1414,3,40.42,0,0,0
T0000623,2026-01-03 03:55:00,48.76,0.0211,4,3.7,1,0,0
T0000624,2026-01-03 04:00:00,12.94,0.1127,3,21.91,1,0,0
T0000625,2026-01-03 04:05:00,21.32,0.2628,2,33.94,0,0,0
T0000626,2026-01-03 04:10:00,54.94,0.0157,1,95.77,1,0,0
T0000627,2026-01-03 04:15:00,157.19,0.1018,1,43.07,1,0,0
T0000628,2026-01-03 04:20:00,18.93,0.2451,1,9.29,1,0,0
T0000629,2026-01-03 04:25:00,21.15,0.0813,0,38.43,1,0,0
T0000630,2026-01-03 04:30:00,27.07,0.1103,5,8.72,1,0,0
T0000631,2026-01-03 04:35:00,85.05,0.1408,0,4.96,1,0,0
T0000632,2026-01-03 04:40:00,21.54,0.3255,2,15.29,1,0,0
T0000633,2026-01-03 04:45:00,96.48,0.3406,0,49.49,1,0,1
T0000634,2026-01-03 04:50:00,8.44,0.0239,1,74.05,1,0,0
T0000635,2026-01-03 04:55:00,18.43,0.0682,3,11.46,1,0,0
T0000636,2026-01-03 05:00:00,18.21,0.0931,0,42.13,1,0,0
T0000637,2026-01-03 05:05:00,48.74,0.0678,2,27.3,0,0,0
T0000638,2026-01-03 05:10:00,63.13,0.3032,3,10.87,1,0,0
T0000639,2026-01-03 05:15:00,4.91,0.1785,3,0.2,0,0,0
T0000640,2026-01-03 05:20:00,8.89,0.0589,4,6.5,0,0,0
T0000641,2026-01-03 05:25:00,31.09,0.0501,2,69.7,1,0,0
T0000642,2026-01-03 05:30:00,11.49,0.0715,4,28.57,1,0,0
T0000643,2026-01-03 05:35:00,4.84,0.2005,0,9.4,1,0,0
T0000644,2026-01-03 05:40:00,62.71,0.1529,0,139.21,1,0,0
T0000645,2026-01-03 05:45:00,36.38,0.0179,1,115.42,1,0,0
T0000646,2026-01-03 05:50:00,36.35,0.042,0,34.89,0,0,0
T0000647,2026-01-03 05:55:00,13.8,0.1185,2,18.85,1,1,0
T0000648,2026-01-03 06:00:00,62.11,0.3459,1,5.77,0,0,0
T0000649,2026-01-03 06:05:00,17.46,0.2809,1,146.67,1,0,0
T0000650,2026-01-03 06:10:00,66.45,0.0294,3,36.45,0,0,0
T0000651,2026-01-03 06:15:00,8.92,0.1603,1,22.03,1,0,0
T0000652,2026-01-03 06:20:00,9.45,0.1155,2,61.54,0,0,0
T0000653,2026-01-03 06:25:00,27.24,0.0777,2,2.17,1,0,0
T0000654,2026-01-03 06:30:00,11.0,0.0105,1,19.62,0,0,0
T0000655,2026-01-03 06:35:00,43.62,0.1912,0,55.33,1,0,0
T0000656,2026-01-03 06:40:00,28.79,0.1051,3,2.14,1,0,0
T0000657,2026-01-03 06:45:00,8.82,0.0161,1,110.43,1,0,0
T0000658,2026-01-03 06:50:00,23.88,0.2826,2,19.62,0,0,0
T0000659,2026-01-03 06:55:00,15.62,0.1529,1,14.59,1,0,0
T0000660,2026-01-03 07:00:00,55.47,0.2215,0,85.97,0,0,0
T0000661,2026-01-03 07:05:00,11.79,0.2567,0,48.12,0,0,0
T0000662,2026-01-03 07:10:00,14.31,0.0473,3,47.18,1,0,0
T0000663,2026-01-03 07:15:00,74.53,0.0185,1,4.78,1,0,0
T0000664,2026-01-03 07:20:00,208.22,0.0841,2,27.93,1,0,0
T0000665,2026-01-03 07:25:00,163.86,0.1536,1,9.57,1,0,0
T0000666,2026-01-03 07:30:00,23.65,0.1847,1,15.6,1,0,0
T0000667,2026-01-03 07:35:00,27.63,0.329,4,42.26,1,0,0
T0000668,2026-01-03 07:40:00,102.87,0.195,0,24.55,0,0,0
T0000669,2026-01-03 07:45:00,19.6,0.2349,1,91.39,1,0,0
T0000670,2026-01-03 07:50:00,8.36,0.1408,2,26.86,1,0,0
T0000671,2026-01-03 07:55:00,24.95,0.4921,2,33.26,0,0,0
T0000672,2026-01-03 08:00:00,34.87,0.2689,1,59.65,1,0,0
T0000673,2026-01-03 08:05:00,9.69,0.1547,1,101.29,0,0,0
T0000674,2026-01-03 08:10:00,4.28,0.2627,3,8.79,1,0,0
T0000675,2026-01-03 08:15:00,5.28,0.1467,0,4.52,1,0,0
T0000676,2026-01-03 08:20:00,43.18,0.1121,4,19.96,1,0,0
T0000677,2026-01-03 08:25:00,10.4,0.2061,3,37.74,0,0,0
T0000678,2026-01-03 08:30:00,19.27,0.0234,0,17.34,1,0,0
T0000679,2026-01-03 08:35:00,27.46,0.1526,1,48.98,1,0,0
T0000680,2026-01-03 08:40:00,41.23,0.0857,0,10.8,1,0,0
T0000681,2026-01-03 08:45:00,15.88,0.0261,5,40.9,1,0,0
T0000682,2026-01-03 08:50:00,36.55,0.1512,4,42.6,1,0,0
T0000683,2026-01-03 08:55:00,9.12,0.1319,3,11.32,1,0,0
T0000684,2026-01-03 09:00:00,15.46,0.0845,0,217.29,1,0,0
T0000685,2026-01-03 09:05:00,7.97,0.1238,1,9.65,0,0,0
T0000686,2026-01-03 09:10:00,68.84,0.0064,4,22.79,0,1,0
T0000687,2026-01-03 09:15:00,21.6,0.0406,1,26.22,0,0,0
T0000688,2026-01-03 09:20:00,10.6,0.4027,0,15.42,0,0,0
T0000689,2026-01-03 09:25:00,15.61,0.2124,1,22.42,1,0,0
T0000690,2026-01-03 09:30:00,17.78,0.1065,2,5.7,1,0,0
T0000691,2026-01-03 09:35:00,44.72,0.3317,1,101.77,1,0,0
T0000692,2026-01-03 09:40:00,4.5,0.1176,1,4.06,1,0,0
T0000693,2026-01-03 09:45:00,7.87,0.1388,4,25.97,1,0,0
T0000694,2026-01-03 09:50:00,15.21,0.1125,2,56.75,1,1,0
T0000695,2026-01-03 09:55:00,279.31,0.0372,0,9.4,0,0,0
T0000696,2026-01-03 10:00:00,57.72,0.1133,1,1.21,1,0,0
T0000697,2026-01-03 10:05:00,19.86,0.0947,1,5.45,1,0,0
T0000698,2026-01-03 10:10:00,45.24,0.282,2,47.26,1,0,0
T0000699,2026-01-03 10:15:00,173.72,0.0294,1,43.74,1,0,0
T0000700,2026-01-03 10:20:00,17.57,0.0294,1,4.57,1,0,0
T0000701,2026-01-03 10:25:00,15.39,0.0934,2,4.11,1,0,0
T0000702,2026-01-03 10:30:00,74.59,0.0552,2,0.44,1,0,0
T0000703,2026-01-03 10:35:00,36.39,0.2477,2,36.7,0,0,0
T0000704,2026-01-03 10:40:00,43.44,0.205,0,52.19,1,0,0
T0000705,2026-01-03 10:45:00,13.35,0.0636,1,63.87,1,0,0
T0000706,2026-01-03 10:50:00,152.05,0.0078,4,10.25,0,0,0
T0000707,2026-01-03 10:55:00,122.68,0.2371,1,63.47,0,0,0
T0000708,2026-01-03 11:00:00,39.09,0.0798,2,5.71,0,0,0
T0000709,2026-01-03 11:05:00,44.0,0.3287,2,10.24,1,1,1
T0000710,2026-01-03 11:10:00,2.92,0.0221,4,2.63,1,0,0
T0000711,2026-01-03 11:15:00,42.0,0.0717,0,16.0,1,0,0
T0000712,2026-01-03 11:20:00,18.28,0.0279,2,69.93,1,0,0
T0000713,2026-01-03 11:25:00,34.26,0.1309,1,54.96,1,0,0
T0000714,2026-01-03 11:30:00,43.92,0.3366,3,34.31,1,0,0
